date,day_of_week,month,is_weekend,location,shelter_density,donor_activity_index,food_category,temperature_celsius,beneficiaries_count,historical_demand_lag1,historical_demand_lag7,meals_demanded
2025-08-15,4,8,0,Lajpat Nagar,8,3.22,PACKAGED_FOOD,30.8,120,107,100,188
2025-08-16,5,8,1,Lodhi Colony,7,4.48,PACKAGED_FOOD,24.4,115,116,126,215
2025-08-17,6,8,1,Karol Bagh,9,3.28,COOKED_MEALS,33.0,114,120,110,228
2025-08-18,0,8,0,Lodhi Colony,7,2.72,COOKED_MEALS,31.0,69,63,77,137
2025-08-19,1,8,0,Karol Bagh,9,4.16,OTHER,32.4,88,77,75,152
2025-08-20,2,8,0,Lodhi Colony,7,4.03,OTHER,24.8,91,101,87,156
2025-08-21,3,8,0,Rohini,7,1.52,PACKAGED_FOOD,25.2,15,14,13,75
2025-08-22,4,8,0,Rohini,7,2.54,PRODUCE_FRUITS,25.1,69,72,62,128
2025-08-23,5,8,1,Connaught Place,4,3.52,BEVERAGES,28.0,41,39,45,106
2025-08-24,6,8,1,Lodhi Colony,7,2.09,PACKAGED_FOOD,29.5,47,53,48,129
2025-08-25,0,8,0,Lajpat Nagar,8,4.32,BEVERAGES,25.2,44,43,47,99
2025-08-26,1,8,0,Lajpat Nagar,8,1.83,PACKAGED_FOOD,28.0,58,63,60,114
2025-08-27,2,8,0,Lodhi Colony,7,4.68,COOKED_MEALS,32.0,120,107,140,193
2025-08-28,3,8,0,Lodhi Colony,7,1.79,PRODUCE_FRUITS,26.2,25,25,27,82
2025-08-29,4,8,0,Dwarka,5,3.22,BEVERAGES,33.6,22,24,24,66
2025-08-30,5,8,1,Dwarka,5,3.13,COOKED_MEALS,26.0,99,111,99,191
2025-08-31,6,8,1,Karol Bagh,9,3.2,BAKERY,30.2,101,86,90,211
2025-09-01,0,9,0,South Extension,6,4.72,COOKED_MEALS,34.0,114,110,121,181
2025-09-02,1,9,0,South Extension,6,3.93,COOKED_MEALS,33.2,85,79,96,155
2025-09-03,2,9,0,Karol Bagh,9,2.65,OTHER,26.8,92,104,90,157
2025-09-04,3,9,0,Lajpat Nagar,8,2.84,COOKED_MEALS,29.6,79,74,93,151
2025-09-05,4,9,0,Rohini,7,3.19,PRODUCE_FRUITS,32.8,119,129,107,173
2025-09-06,5,9,1,Lodhi Colony,7,4.04,OTHER,27.4,114,112,112,207
2025-09-07,6,9,1,Karol Bagh,9,4.34,DAIRY,25.2,23,22,25,120
2025-09-08,0,9,0,Rohini,7,2.54,PRODUCE_FRUITS,29.2,16,16,14,81
2025-09-09,1,9,0,Connaught Place,4,1.81,BEVERAGES,31.5,58,50,68,90
2025-09-10,2,9,0,Karol Bagh,9,2.39,BEVERAGES,30.8,39,38,34,103
2025-09-11,3,9,0,Dwarka,5,2.3,PRODUCE_FRUITS,26.1,40,44,45,75
2025-09-12,4,9,0,South Extension,6,4.54,BEVERAGES,33.6,78,80,86,148
2025-09-13,5,9,1,Karol Bagh,9,4.66,OTHER,28.8,94,88,108,202
2025-09-14,6,9,1,Connaught Place,4,3.12,OTHER,33.2,50,48,55,115
2025-09-15,0,9,0,Lajpat Nagar,8,1.68,OTHER,28.2,84,72,78,150
2025-09-16,1,9,0,Lodhi Colony,7,4.72,BEVERAGES,29.2,55,58,44,106
2025-09-17,2,9,0,Lajpat Nagar,8,2.75,COOKED_MEALS,27.3,93,103,81,164
2025-09-18,3,9,0,Karol Bagh,9,2.63,BAKERY,29.0,41,40,45,111
2025-09-19,4,9,0,Connaught Place,4,4.32,PRODUCE_FRUITS,28.5,88,78,90,137
2025-09-20,5,9,1,Connaught Place,4,4.15,PACKAGED_FOOD,28.3,63,57,70,141
2025-09-21,6,9,1,Dwarka,5,1.99,OTHER,24.1,68,67,81,145
2025-09-22,0,9,0,Dwarka,5,2.54,DAIRY,27.0,86,95,70,125
2025-09-23,1,9,0,South Extension,6,3.78,COOKED_MEALS,26.2,47,46,49,103
2025-09-24,2,9,0,Connaught Place,4,2.69,PACKAGED_FOOD,33.3,47,44,45,92
2025-09-25,3,9,0,Connaught Place,4,4.36,PACKAGED_FOOD,26.0,88,91,89,142
2025-09-26,4,9,0,Connaught Place,4,3.72,DAIRY,31.7,72,80,68,118
2025-09-27,5,9,1,Connaught Place,4,3.03,BAKERY,32.7,96,104,89,163
2025-09-28,6,9,1,Rohini,7,4.49,COOKED_MEALS,25.6,44,41,46,134
2025-09-29,0,9,0,Dwarka,5,2.38,BEVERAGES,28.0,71,76,83,117
2025-09-30,1,9,0,Lodhi Colony,7,2.87,BAKERY,32.5,31,33,33,77
2025-10-01,2,10,0,Dwarka,5,3.81,COOKED_MEALS,26.1,65,57,53,132
2025-10-02,3,10,0,South Extension,6,4.04,PACKAGED_FOOD,31.6,25,22,26,72
2025-10-03,4,10,0,South Extension,6,3.66,DAIRY,27.1,46,49,44,106
2025-10-04,5,10,1,Lajpat Nagar,8,1.59,BEVERAGES,27.6,56,62,55,147
2025-10-05,6,10,1,Rohini,7,3.28,PRODUCE_FRUITS,29.5,32,36,34,121
2025-10-06,0,10,0,Dwarka,5,3.97,PACKAGED_FOOD,28.3,96,100,88,158
2025-10-07,1,10,0,Connaught Place,4,3.09,BAKERY,32.0,71,66,68,116
2025-10-08,2,10,0,Karol Bagh,9,4.19,OTHER,25.4,51,50,40,120
2025-10-09,3,10,0,Lodhi Colony,7,4.62,DAIRY,27.0,113,110,103,177
2025-10-10,4,10,0,Connaught Place,4,2.12,PACKAGED_FOOD,28.4,46,41,50,86
2025-10-11,5,10,1,Lodhi Colony,7,4.23,BAKERY,26.6,69,71,69,161
2025-10-12,6,10,1,Dwarka,5,3.76,PRODUCE_FRUITS,30.5,83,90,80,152
2025-10-13,0,10,0,Rohini,7,1.73,BAKERY,26.9,96,94,94,147
2025-10-14,1,10,0,Connaught Place,4,1.56,COOKED_MEALS,33.7,17,15,14,55
2025-10-15,2,10,0,Connaught Place,4,1.91,DAIRY,31.3,44,38,35,85
2025-10-16,3,10,0,Rohini,7,4.14,PRODUCE_FRUITS,28.6,116,99,96,187
2025-10-17,4,10,0,Rohini,7,4.64,COOKED_MEALS,26.7,65,56,64,142
2025-10-18,5,10,1,Rohini,7,2.76,COOKED_MEALS,25.2,113,120,107,223
2025-10-19,6,10,1,Lodhi Colony,7,2.32,COOKED_MEALS,26.0,109,117,109,212
2025-10-20,0,10,0,Dwarka,5,4.67,PRODUCE_FRUITS,25.6,108,93,126,161
2025-10-21,1,10,0,Karol Bagh,9,1.9,DAIRY,30.4,40,38,32,90
2025-10-22,2,10,0,Lajpat Nagar,8,3.59,PRODUCE_FRUITS,24.2,116,108,98,162
2025-10-23,3,10,0,Rohini,7,2.3,COOKED_MEALS,29.8,103,102,106,167
2025-10-24,4,10,0,Lajpat Nagar,8,3.15,BEVERAGES,30.2,112,116,92,179
2025-10-25,5,10,1,Dwarka,5,2.01,PACKAGED_FOOD,31.9,31,30,28,92
2025-10-26,6,10,1,Connaught Place,4,4.16,DAIRY,31.3,17,17,16,86
2025-10-27,0,10,0,Lajpat Nagar,8,2.33,COOKED_MEALS,28.9,71,72,72,130
2025-10-28,1,10,0,Karol Bagh,9,2.65,BEVERAGES,28.7,91,102,92,157
2025-10-29,2,10,0,South Extension,6,3.25,DAIRY,27.0,48,48,47,101
2025-10-30,3,10,0,Dwarka,5,2.11,COOKED_MEALS,30.2,61,66,54,106
2025-10-31,4,10,0,Dwarka,5,1.71,PACKAGED_FOOD,32.2,39,39,38,72
2025-11-01,5,11,1,Connaught Place,4,2.85,PRODUCE_FRUITS,25.1,81,84,66,148
2025-11-02,6,11,1,Lajpat Nagar,8,2.09,COOKED_MEALS,26.0,77,69,62,168
2025-11-03,0,11,0,Lodhi Colony,7,3.24,BEVERAGES,29.9,21,20,21,70
2025-11-04,1,11,0,South Extension,6,1.54,BAKERY,30.6,25,24,26,62
2025-11-05,2,11,0,Lodhi Colony,7,4.21,OTHER,31.1,120,124,121,194
2025-11-06,3,11,0,Dwarka,5,1.73,PRODUCE_FRUITS,24.8,42,47,35,82
2025-11-07,4,11,0,Lajpat Nagar,8,2.14,BEVERAGES,26.5,95,107,97,144
2025-11-08,5,11,1,Karol Bagh,9,2.87,COOKED_MEALS,31.7,88,84,86,185
2025-11-09,6,11,1,Lajpat Nagar,8,4.12,PACKAGED_FOOD,28.0,58,60,58,136
2025-11-10,0,11,0,Karol Bagh,9,2.96,PRODUCE_FRUITS,33.0,85,97,79,143
2025-11-11,1,11,0,Lodhi Colony,7,4.23,PRODUCE_FRUITS,30.1,87,88,82,159
2025-11-12,2,11,0,Karol Bagh,9,4.56,PRODUCE_FRUITS,27.6,72,70,69,139
2025-11-13,3,11,0,Karol Bagh,9,1.55,BAKERY,33.9,53,45,63,92
2025-11-14,4,11,0,Lajpat Nagar,8,4.32,COOKED_MEALS,31.7,103,112,120,171
2025-11-15,5,11,1,Karol Bagh,9,2.01,COOKED_MEALS,28.6,34,30,32,132
2025-11-16,6,11,1,Karol Bagh,9,2.32,PRODUCE_FRUITS,32.1,26,26,26,117
2025-11-17,0,11,0,Connaught Place,4,4.12,BAKERY,28.9,103,109,116,155
2025-11-18,1,11,0,South Extension,6,3.46,PRODUCE_FRUITS,24.4,118,120,98,186
2025-11-19,2,11,0,Connaught Place,4,4.4,DAIRY,28.2,30,33,26,80
2025-11-20,3,11,0,Dwarka,5,4.3,COOKED_MEALS,30.3,95,91,87,168
2025-11-21,4,11,0,Lajpat Nagar,8,2.58,BEVERAGES,26.2,21,22,25,80
2025-11-22,5,11,1,Lodhi Colony,7,3.98,PACKAGED_FOOD,29.0,43,42,47,134
2025-11-23,6,11,1,Lodhi Colony,7,3.39,COOKED_MEALS,29.5,48,42,48,149
2025-11-24,0,11,0,Rohini,7,3.8,OTHER,25.3,86,78,82,136
2025-11-25,1,11,0,Dwarka,5,3.23,BAKERY,24.7,114,111,122,159
2025-11-26,2,11,0,Karol Bagh,9,1.8,BEVERAGES,28.1,61,58,56,121
2025-11-27,3,11,0,Connaught Place,4,2.06,PRODUCE_FRUITS,30.2,117,114,100,159
2025-11-28,4,11,0,South Extension,6,4.55,BAKERY,26.0,62,55,67,129
2025-11-29,5,11,1,Lajpat Nagar,8,4.63,BAKERY,32.7,119,111,111,224
2025-11-30,6,11,1,Rohini,7,1.87,DAIRY,28.7,57,52,57,140
2025-12-01,0,12,0,Connaught Place,4,3.31,PACKAGED_FOOD,19.3,33,34,35,82
2025-12-02,1,12,0,Lodhi Colony,7,3.42,BEVERAGES,17.3,47,42,42,104
2025-12-03,2,12,0,South Extension,6,3.03,COOKED_MEALS,12.7,99,92,112,148
2025-12-04,3,12,0,Dwarka,5,2.69,COOKED_MEALS,12.2,98,94,116,139
2025-12-05,4,12,0,Connaught Place,4,3.1,PACKAGED_FOOD,17.3,38,34,45,76
2025-12-06,5,12,1,Karol Bagh,9,4.56,COOKED_MEALS,12.4,82,77,81,187
2025-12-07,6,12,1,Dwarka,5,2.66,BEVERAGES,15.0,79,73,65,149
2025-12-08,0,12,0,Connaught Place,4,4.4,OTHER,21.9,86,97,76,128
2025-12-09,1,12,0,Lajpat Nagar,8,1.79,DAIRY,17.2,101,104,106,164
2025-12-10,2,12,0,Lajpat Nagar,8,2.88,PACKAGED_FOOD,13.5,54,60,50,105
2025-12-11,3,12,0,Lajpat Nagar,8,3.42,BEVERAGES,20.0,32,30,34,89
2025-12-12,4,12,0,Karol Bagh,9,4.5,DAIRY,22.0,113,100,132,190
2025-12-13,5,12,1,Karol Bagh,9,3.26,BEVERAGES,13.2,55,60,47,142
2025-12-14,6,12,1,South Extension,6,4.03,DAIRY,21.6,53,52,62,149
2025-12-15,0,12,0,Connaught Place,4,2.0,BAKERY,13.1,38,32,45,61
2025-12-16,1,12,0,Karol Bagh,9,2.38,PACKAGED_FOOD,18.1,91,83,97,145
2025-12-17,2,12,0,Lodhi Colony,7,1.94,OTHER,18.0,106,110,92,168
2025-12-18,3,12,0,Lodhi Colony,7,3.12,BAKERY,13.6,43,36,47,101
2025-12-19,4,12,0,Lodhi Colony,7,2.23,BEVERAGES,21.9,111,101,96,166
2025-12-20,5,12,1,Lodhi Colony,7,4.36,DAIRY,18.9,73,81,70,162
2025-12-21,6,12,1,Rohini,7,2.76,PRODUCE_FRUITS,15.9,110,112,111,182
2025-12-22,0,12,0,Dwarka,5,4.39,OTHER,12.4,28,27,31,100
2025-12-23,1,12,0,Karol Bagh,9,3.27,BEVERAGES,12.4,64,64,67,133
2025-12-24,2,12,0,South Extension,6,2.13,DAIRY,16.0,53,57,48,102
2025-12-25,3,12,0,South Extension,6,3.78,BAKERY,16.6,97,95,105,156
2025-12-26,4,12,0,South Extension,6,2.09,PACKAGED_FOOD,21.4,104,105,99,152
2025-12-27,5,12,1,Lodhi Colony,7,3.45,BEVERAGES,21.0,73,64,67,159
2025-12-28,6,12,1,Dwarka,5,4.49,OTHER,13.6,108,95,91,179
2025-12-29,0,12,0,Karol Bagh,9,3.83,BEVERAGES,19.9,80,82,69,149
2025-12-30,1,12,0,Karol Bagh,9,2.76,OTHER,13.7,57,58,60,127
2025-12-31,2,12,0,Lajpat Nagar,8,4.04,COOKED_MEALS,16.2,54,57,63,138
2025-01-01,2,1,0,Connaught Place,4,3.57,COOKED_MEALS,21.0,40,34,44,101
2025-01-02,3,1,0,Lodhi Colony,7,3.29,COOKED_MEALS,18.1,78,71,80,144
2025-01-03,4,1,0,Lodhi Colony,7,3.0,DAIRY,12.8,91,77,104,143
2025-01-04,5,1,1,Rohini,7,4.22,COOKED_MEALS,13.8,22,23,17,126
2025-01-05,6,1,1,Rohini,7,1.61,PACKAGED_FOOD,20.4,53,50,44,150
2025-01-06,0,1,0,Lajpat Nagar,8,3.72,PACKAGED_FOOD,18.6,104,106,115,183
2025-01-07,1,1,0,Lajpat Nagar,8,4.69,BEVERAGES,17.8,19,16,17,75
2025-01-08,2,1,0,South Extension,6,4.0,OTHER,17.5,52,51,44,110
2025-01-09,3,1,0,Rohini,7,2.41,PACKAGED_FOOD,16.1,41,43,42,101
2025-01-10,4,1,0,Dwarka,5,3.25,COOKED_MEALS,16.8,103,106,114,168
2025-01-11,5,1,1,Dwarka,5,2.45,PACKAGED_FOOD,20.5,48,48,57,116
2025-01-12,6,1,1,Karol Bagh,9,3.14,BEVERAGES,18.3,78,85,89,173
2025-01-13,0,1,0,Lajpat Nagar,8,3.84,BAKERY,12.0,18,17,20,75
2025-01-14,1,1,0,Karol Bagh,9,4.8,DAIRY,12.5,59,60,62,120
2025-01-15,2,1,0,South Extension,6,3.61,BEVERAGES,14.8,116,100,106,156
2025-01-16,3,1,0,South Extension,6,3.76,PRODUCE_FRUITS,16.0,87,90,70,135
2025-01-17,4,1,0,Lajpat Nagar,8,2.14,OTHER,15.4,101,100,99,162
2025-01-18,5,1,1,Lajpat Nagar,8,3.57,OTHER,17.4,57,56,64,146
2025-01-19,6,1,1,Dwarka,5,1.68,PACKAGED_FOOD,15.0,107,112,109,187
2025-01-20,0,1,0,Connaught Place,4,4.14,OTHER,15.5,34,31,27,77
2025-01-21,1,1,0,Lodhi Colony,7,3.57,OTHER,13.7,92,88,95,157
2025-01-22,2,1,0,Dwarka,5,4.33,BEVERAGES,12.3,67,58,77,105
2025-01-23,3,1,0,Connaught Place,4,2.99,PRODUCE_FRUITS,14.2,53,47,50,97
2025-01-24,4,1,0,South Extension,6,2.96,COOKED_MEALS,20.0,79,70,73,141
2025-01-25,5,1,1,Lodhi Colony,7,3.92,PACKAGED_FOOD,15.1,56,50,64,148
2025-01-26,6,1,1,Dwarka,5,4.78,BAKERY,19.2,73,70,83,135
2025-01-27,0,1,0,South Extension,6,1.51,COOKED_MEALS,18.9,91,101,84,150
2025-01-28,1,1,0,Rohini,7,3.67,PRODUCE_FRUITS,12.2,112,105,129,167
2025-01-29,2,1,0,Connaught Place,4,2.16,PRODUCE_FRUITS,14.8,55,59,58,91
2025-01-30,3,1,0,South Extension,6,1.55,PACKAGED_FOOD,17.6,28,25,26,75
2025-01-31,4,1,0,Connaught Place,4,2.39,BEVERAGES,20.0,88,81,72,123
2025-02-01,5,2,1,Lodhi Colony,7,1.67,COOKED_MEALS,16.7,101,87,96,185
2025-02-02,6,2,1,South Extension,6,2.91,BAKERY,19.0,90,93,96,161
2025-02-03,0,2,0,Connaught Place,4,4.2,BEVERAGES,19.6,118,119,140,168
2025-02-04,1,2,0,Rohini,7,4.02,PACKAGED_FOOD,13.3,119,129,128,183
2025-02-05,2,2,0,Dwarka,5,3.84,DAIRY,16.7,43,38,49,93
2025-02-06,3,2,0,Connaught Place,4,4.51,DAIRY,13.8,100,94,114,142
2025-02-07,4,2,0,South Extension,6,3.07,PRODUCE_FRUITS,16.8,36,33,33,92
2025-02-08,5,2,1,Karol Bagh,9,1.92,COOKED_MEALS,16.1,106,115,98,197
2025-02-09,6,2,1,Karol Bagh,9,3.02,PACKAGED_FOOD,16.1,94,86,81,174
2025-02-10,0,2,0,Lodhi Colony,7,2.77,PRODUCE_FRUITS,14.1,103,105,114,144
2025-02-11,1,2,0,Karol Bagh,9,3.79,BAKERY,18.6,24,25,26,93
2025-02-12,2,2,0,Rohini,7,3.11,PACKAGED_FOOD,18.0,56,56,63,119
2025-02-13,3,2,0,South Extension,6,3.47,BEVERAGES,20.1,113,123,105,185
2025-02-14,4,2,0,Dwarka,5,3.68,COOKED_MEALS,14.2,32,35,37,86
2025-02-15,5,2,1,Lajpat Nagar,8,3.68,DAIRY,17.3,64,66,62,152
2025-02-16,6,2,1,Lajpat Nagar,8,3.75,PRODUCE_FRUITS,15.0,116,130,106,215
2025-02-17,0,2,0,Connaught Place,4,4.77,PACKAGED_FOOD,12.1,80,77,68,122
2025-02-18,1,2,0,Connaught Place,4,1.71,PACKAGED_FOOD,21.7,15,15,16,40
2025-02-19,2,2,0,Rohini,7,1.6,DAIRY,19.0,65,67,70,127
2025-02-20,3,2,0,Lodhi Colony,7,2.76,PACKAGED_FOOD,14.1,37,36,32,74
2025-02-21,4,2,0,Rohini,7,2.88,PRODUCE_FRUITS,22.0,100,88,80,168
2025-02-22,5,2,1,Dwarka,5,1.55,BEVERAGES,20.8,99,97,118,179
2025-02-23,6,2,1,Lodhi Colony,7,4.34,OTHER,19.0,69,71,67,161
2025-02-24,0,2,0,Lodhi Colony,7,3.32,DAIRY,15.8,43,38,44,83
2025-02-25,1,2,0,Lajpat Nagar,8,3.85,PRODUCE_FRUITS,16.1,84,85,68,138
2025-02-26,2,2,0,South Extension,6,3.37,BEVERAGES,15.7,89,88,95,148
2025-02-27,3,2,0,Rohini,7,4.75,OTHER,14.8,81,70,93,151
2025-02-28,4,2,0,South Extension,6,2.31,BEVERAGES,19.4,100,87,105,151
2025-03-01,5,3,1,South Extension,6,4.48,PACKAGED_FOOD,31.8,75,73,87,154
2025-03-02,6,3,1,Karol Bagh,9,3.92,DAIRY,27.5,117,109,101,212
2025-03-03,0,3,0,Connaught Place,4,3.9,PACKAGED_FOOD,26.6,95,94,82,132
2025-03-04,1,3,0,South Extension,6,3.67,PRODUCE_FRUITS,32.1,94,80,93,153
2025-03-05,2,3,0,Rohini,7,2.42,BAKERY,30.2,50,55,40,107
2025-03-06,3,3,0,South Extension,6,3.49,PACKAGED_FOOD,31.4,99,97,111,154
2025-03-07,4,3,0,Lodhi Colony,7,2.1,PACKAGED_FOOD,32.6,58,66,68,125
2025-03-08,5,3,1,Karol Bagh,9,4.58,BAKERY,32.4,111,127,123,213
2025-03-09,6,3,1,Dwarka,5,2.05,PACKAGED_FOOD,31.3,59,51,53,140
2025-03-10,0,3,0,Rohini,7,1.88,BAKERY,28.6,75,70,82,129
2025-03-11,1,3,0,Lodhi Colony,7,3.76,DAIRY,28.7,33,33,32,80
2025-03-12,2,3,0,Connaught Place,4,4.56,DAIRY,27.8,55,62,59,120
2025-03-13,3,3,0,Dwarka,5,2.67,OTHER,28.3,98,108,91,151
2025-03-14,4,3,0,Connaught Place,4,4.15,PRODUCE_FRUITS,30.5,65,64,69,113
2025-03-15,5,3,1,Rohini,7,2.14,PRODUCE_FRUITS,30.8,38,35,30,131
2025-03-16,6,3,1,South Extension,6,4.24,COOKED_MEALS,28.1,82,72,80,178
2025-03-17,0,3,0,Lajpat Nagar,8,1.61,PACKAGED_FOOD,24.9,91,95,103,154
2025-03-18,1,3,0,Karol Bagh,9,3.61,BEVERAGES,33.6,26,28,22,83
2025-03-19,2,3,0,Karol Bagh,9,4.15,BAKERY,33.0,104,94,95,162
2025-03-20,3,3,0,Dwarka,5,4.59,BEVERAGES,28.5,50,54,53,95
2025-03-21,4,3,0,Connaught Place,4,2.03,COOKED_MEALS,26.8,22,21,20,57
2025-03-22,5,3,1,South Extension,6,2.35,OTHER,26.6,71,61,84,151
2025-03-23,6,3,1,Dwarka,5,3.12,BAKERY,29.4,70,64,74,154
2025-03-24,0,3,0,Lodhi Colony,7,3.86,COOKED_MEALS,24.3,24,24,21,74
2025-03-25,1,3,0,Lajpat Nagar,8,3.65,COOKED_MEALS,33.3,100,96,86,182
2025-03-26,2,3,0,Connaught Place,4,4.49,PACKAGED_FOOD,24.0,105,118,104,139
2025-03-27,3,3,0,Rohini,7,4.18,COOKED_MEALS,29.4,15,14,16,89
2025-03-28,4,3,0,Rohini,7,3.09,PACKAGED_FOOD,29.4,60,57,55,142
2025-03-29,5,3,1,Dwarka,5,1.8,PACKAGED_FOOD,32.5,58,50,57,140
2025-03-30,6,3,1,Rohini,7,2.46,BAKERY,25.8,20,22,21,97
2025-03-31,0,3,0,South Extension,6,3.58,PRODUCE_FRUITS,28.9,95,93,83,158
2025-04-01,1,4,0,South Extension,6,2.14,BEVERAGES,34.0,45,44,37,88
2025-04-02,2,4,0,Karol Bagh,9,4.68,OTHER,28.5,17,14,13,84
2025-04-03,3,4,0,Rohini,7,3.88,DAIRY,25.2,118,123,119,194
2025-04-04,4,4,0,Karol Bagh,9,1.99,PACKAGED_FOOD,26.3,24,20,20,78
2025-04-05,5,4,1,Dwarka,5,1.56,PACKAGED_FOOD,24.5,104,108,83,164
2025-04-06,6,4,1,Rohini,7,4.12,DAIRY,30.1,90,78,101,167
2025-04-07,0,4,0,South Extension,6,3.14,OTHER,30.2,23,25,22,82
2025-04-08,1,4,0,Dwarka,5,2.83,COOKED_MEALS,33.8,88,89,81,126
2025-04-09,2,4,0,Rohini,7,2.2,COOKED_MEALS,29.9,57,49,51,121
2025-04-10,3,4,0,Connaught Place,4,3.33,DAIRY,26.4,89,76,74,129
2025-04-11,4,4,0,Rohini,7,3.59,DAIRY,31.8,17,18,14,92
2025-04-12,5,4,1,Dwarka,5,3.65,PRODUCE_FRUITS,28.2,118,128,116,199
2025-04-13,6,4,1,Lajpat Nagar,8,2.18,BEVERAGES,26.7,72,70,84,157
2025-04-14,0,4,0,Lajpat Nagar,8,3.87,PACKAGED_FOOD,33.5,95,104,87,160
2025-04-15,1,4,0,Lodhi Colony,7,1.52,BAKERY,25.9,82,93,85,149
2025-04-16,2,4,0,Karol Bagh,9,2.22,OTHER,30.3,41,38,35,85
2025-04-17,3,4,0,Rohini,7,1.99,OTHER,33.7,75,74,64,132
2025-04-18,4,4,0,Connaught Place,4,2.44,DAIRY,26.5,93,101,102,134
2025-04-19,5,4,1,South Extension,6,1.84,COOKED_MEALS,33.2,37,33,30,120
2025-04-20,6,4,1,Lajpat Nagar,8,3.88,PACKAGED_FOOD,29.8,68,61,72,160
2025-04-21,0,4,0,Connaught Place,4,2.26,COOKED_MEALS,27.3,27,24,26,81
2025-04-22,1,4,0,South Extension,6,3.05,DAIRY,24.5,70,62,81,137
2025-04-23,2,4,0,Lodhi Colony,7,2.09,PRODUCE_FRUITS,25.4,107,97,100,161
2025-04-24,3,4,0,South Extension,6,3.78,COOKED_MEALS,26.8,29,32,28,98
2025-04-25,4,4,0,Lajpat Nagar,8,4.01,BAKERY,32.9,92,82,102,175
2025-04-26,5,4,1,Karol Bagh,9,4.7,OTHER,26.3,67,74,66,160
2025-04-27,6,4,1,Lajpat Nagar,8,3.45,OTHER,28.6,16,17,17,104
2025-04-28,0,4,0,Karol Bagh,9,2.23,PACKAGED_FOOD,33.5,88,98,85,161
2025-04-29,1,4,0,South Extension,6,1.63,DAIRY,31.3,79,67,79,114
2025-04-30,2,4,0,Rohini,7,1.82,DAIRY,26.4,86,92,92,141
2025-05-01,3,5,0,Lodhi Colony,7,4.63,BAKERY,36.3,45,46,37,101
2025-05-02,4,5,0,Dwarka,5,3.02,PACKAGED_FOOD,41.0,18,20,17,67
2025-05-03,5,5,1,Lajpat Nagar,8,4.38,DAIRY,34.2,62,64,67,168
2025-05-04,6,5,1,Lodhi Colony,7,4.45,PRODUCE_FRUITS,38.4,52,50,47,143
2025-05-05,0,5,0,Karol Bagh,9,3.29,OTHER,34.5,102,89,117,172
2025-05-06,1,5,0,Dwarka,5,2.7,COOKED_MEALS,33.3,61,60,49,116
2025-05-07,2,5,0,Connaught Place,4,2.08,PACKAGED_FOOD,40.5,86,91,75,136
2025-05-08,3,5,0,South Extension,6,3.64,BEVERAGES,43.3,89,98,96,147
2025-05-09,4,5,0,Rohini,7,3.96,BAKERY,35.8,49,49,47,117
2025-05-10,5,5,1,Lodhi Colony,7,3.1,PACKAGED_FOOD,42.0,75,79,80,166
2025-05-11,6,5,1,Karol Bagh,9,4.47,DAIRY,39.5,117,123,126,237
2025-05-12,0,5,0,Lajpat Nagar,8,4.44,DAIRY,33.0,65,72,59,129
2025-05-13,1,5,0,South Extension,6,1.86,PRODUCE_FRUITS,33.3,33,32,37,70
2025-05-14,2,5,0,Connaught Place,4,2.87,BEVERAGES,38.5,31,30,30,73
2025-05-15,3,5,0,Dwarka,5,3.63,PRODUCE_FRUITS,34.3,17,18,15,76
2025-05-16,4,5,0,Lodhi Colony,7,3.41,BEVERAGES,39.8,56,55,59,112
2025-05-17,5,5,1,Karol Bagh,9,4.28,DAIRY,37.5,87,77,97,191
2025-05-18,6,5,1,Lodhi Colony,7,2.73,PRODUCE_FRUITS,41.2,21,18,19,111
2025-05-19,0,5,0,Lajpat Nagar,8,3.54,BAKERY,40.5,51,46,44,111
2025-05-20,1,5,0,Rohini,7,2.01,BAKERY,33.4,55,56,53,92
2025-05-21,2,5,0,Connaught Place,4,2.11,PACKAGED_FOOD,40.5,100,94,93,138
2025-05-22,3,5,0,Lajpat Nagar,8,3.26,COOKED_MEALS,43.0,66,74,73,149
2025-05-23,4,5,0,Lodhi Colony,7,4.56,BAKERY,32.1,109,110,109,170
2025-05-24,5,5,1,Connaught Place,4,4.7,OTHER,43.8,88,92,98,164
2025-05-25,6,5,1,Dwarka,5,4.49,DAIRY,36.1,29,31,33,116
2025-05-26,0,5,0,Connaught Place,4,1.58,PACKAGED_FOOD,42.1,72,68,66,122
2025-05-27,1,5,0,Karol Bagh,9,3.62,PACKAGED_FOOD,38.3,115,130,104,197
2025-05-28,2,5,0,Lodhi Colony,7,3.73,COOKED_MEALS,43.7,65,59,60,139
2025-05-29,3,5,0,Karol Bagh,9,3.19,COOKED_MEALS,42.9,61,59,66,133
2025-05-30,4,5,0,South Extension,6,2.44,PRODUCE_FRUITS,35.7,72,80,60,128
2025-05-31,5,5,1,Dwarka,5,4.43,BEVERAGES,43.9,117,114,101,201
2025-06-01,6,6,1,Dwarka,5,4.46,BAKERY,42.0,91,79,80,159
2025-06-02,0,6,0,Lodhi Colony,7,4.76,PACKAGED_FOOD,43.8,23,25,23,86
2025-06-03,1,6,0,Dwarka,5,4.52,DAIRY,34.1,74,78,81,129
2025-06-04,2,6,0,Lajpat Nagar,8,2.16,OTHER,36.6,85,84,95,143
2025-06-05,3,6,0,Lodhi Colony,7,3.35,DAIRY,34.7,116,98,104,188
